Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,016",1,83,83,83,0.00,0.000%,12.04819,7.98,6.41,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,017",1,209,209,209,0.00,0.000%,4.78469,3.17,2.53,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1996826053&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dmiddle&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&_s=1-1,018",1,79,79,79,0.00,0.000%,12.65823,6.80,11.41,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1952278664&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dtop&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&en=page_view-1,019",1,65,65,65,0.00,0.000%,15.38462,8.26,13.66,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1748488580&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dbottom&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&en=page_view-1,020",1,71,71,71,0.00,0.000%,14.08451,7.56,12.54,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,022",1,188,188,188,0.00,0.000%,5.31915,3.00,4.78,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=20106&ck=1&ref=https://www.netshoes.com.br/recommendations-1,021",1,204,204,204,0.00,0.000%,4.90196,1.95,3.11,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,026",1,139,139,139,0.00,0.000%,7.19424,4.05,6.47,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,027",1,137,137,137,0.00,0.000%,7.29927,4.11,6.54,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,024",1,186,186,186,0.00,0.000%,5.37634,3.13,4.92,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,025",1,143,143,143,0.00,0.000%,6.99301,4.08,6.39,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,023",1,145,145,145,0.00,0.000%,6.89655,4.02,6.32,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /metadata-1,028",1,47,47,47,0.00,0.000%,21.27660,9.97,16.12,480.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /nr-1216.min.js-1,031",1,24,24,24,0.00,0.000%,41.66667,614.87,16.19,15111.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,029",1,206,206,206,0.00,0.000%,4.85437,2.94,4.47,620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,032",1,18,18,18,0.00,0.000%,55.55556,32.66,61.79,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,030",1,189,189,189,0.00,0.000%,5.29101,3.23,4.83,625.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /static/loader.js-1,034",1,97,97,97,0.00,0.000%,10.30928,25.58,4.08,2541.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gtm.js-1,033",1,225,225,225,0.00,0.000%,4.44444,507.72,1.82,116978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gtm.js-1,035",1,187,187,187,0.00,0.000%,5.34759,583.39,2.19,111713.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /search/generated/netshoes-br/loader.js-1,037",1,15,15,15,0.00,0.000%,66.66667,24.22,30.99,372.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /static/netshoes-br/current.js-1,036",1,34,34,34,0.00,0.000%,29.41176,3103.95,13.41,108067.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=35360&ck=1&ref=https://www.netshoes.com.br/recommendations-1,038",1,196,196,196,0.00,0.000%,5.10204,2.03,6.37,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=35450&ck=1&ref=https://www.netshoes.com.br/recommendations-1,039",1,197,197,197,0.00,0.000%,5.07614,2.02,6.32,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,040",1,214,214,214,0.00,0.000%,4.67290,2.85,4.10,624.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/landing?gclid=EAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE&gclsrc=aw.ds&gtm=2wgaq0KFL5KMX&auid=507272149.1667239733-1,041",1,78,78,78,0.00,0.000%,12.82051,9.28,7.89,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /114782.ct.js-1,045",1,44,44,44,0.00,100.000%,22.72727,33.94,0.00,1529.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-1,043",1,77,77,77,0.00,0.000%,12.98701,31.63,5.15,2494.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-1,042",1,205,205,205,0.00,0.000%,4.87805,9.05,3.90,1900.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,044",1,144,144,144,0.00,0.000%,6.94444,5.53,2.93,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /canonical.html-1,048",1,49,49,49,0.00,0.000%,20.40816,5.94,6.46,298.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/netshoes/pushnews.min.js-1,046",1,457,457,457,0.00,0.000%,2.18818,4.03,0.85,1887.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /uoltm.js-1,050",1,84,84,84,0.00,0.000%,11.90476,264.15,4.60,22721.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /netshoes/g.js-1,047",1,442,442,442,0.00,0.000%,2.26244,57.98,0.87,26244.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tag/js/gpt.js-1,049",1,126,126,126,0.00,0.000%,7.93651,222.48,3.15,28705.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/events.js-1,051",1,308,308,308,0.00,0.000%,3.24675,161.04,1.39,50792.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,055",1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,056",1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,054",1,69,69,69,0.00,0.000%,14.49275,10.49,11.29,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/regclk?auid=507272149.1667239733&url=https%3A%2F%2Fwww.netshoes.com.br%2F&tft=1667247539734&tfd=37465&gclid=EAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE&gclsrc=aw.ds-1,053",1,191,191,191,0.00,0.000%,5.23560,2.76,3.51,540.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/ld/ld.js-1,052",1,565,565,565,0.00,0.000%,1.76991,25.27,0.68,14620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,061",1,134,134,134,0.00,0.000%,7.46269,5.49,2.87,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,059",1,142,142,142,0.00,0.000%,7.04225,5.61,5.65,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /oct.js-1,062",1,51,51,51,0.00,0.000%,19.60784,304.73,7.49,15914.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,058",1,72,72,72,0.00,0.000%,13.88889,10.05,10.86,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sites/94f77506-25ad-493e-8719-4d2bb5aa5625.js-1,057",1,396,396,396,0.00,0.000%,2.52525,6.65,1.03,2696.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sa.js-1,060",1,181,181,181,0.00,0.000%,5.52486,253.95,2.09,47069.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /en_US/fbevents.js-1,063",1,91,91,91,0.00,0.000%,10.98901,307.03,4.29,28610.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,064",1,28,28,28,0.00,0.000%,35.71429,397.57,14.06,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,065",1,147,147,147,0.00,0.000%,6.80272,3.83,5.19,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,066",1,175,175,175,0.00,0.000%,5.71429,3.33,4.45,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,067",1,71,71,71,0.00,0.000%,14.08451,14.25,5.90,1036.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,068",1,182,182,182,0.00,0.000%,5.49451,5.96,2.32,1110.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/identify.js-1,069",1,202,202,202,0.00,0.000%,4.95050,153.73,1.96,31799.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,070",1,215,215,215,0.00,0.000%,4.65116,3.82,4.88,842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,072",1,307,307,307,0.00,0.000%,3.25733,2.68,3.64,842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/config.js-1,073",1,158,158,158,0.00,0.000%,6.32911,8.23,2.84,1331.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,071",1,284,284,284,0.00,0.000%,3.52113,2.90,3.67,843.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,074",1,186,186,186,0.00,0.000%,5.37634,4.42,6.08,842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,075",1,265,265,265,0.00,0.000%,3.77358,3.10,4.28,842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,076",1,160,160,160,0.00,0.000%,6.25000,5.13,7.29,841.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/CheckActiveAccount-1,077",1,164,164,164,0.00,0.000%,6.09756,2.61,2.62,438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /push/ilabspush.min.js-1,078",1,530,530,530,0.00,0.000%,1.88679,98.23,0.72,53311.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /getconfig/sodar-1,079",1,205,205,205,0.00,0.000%,4.87805,55.79,2.27,11711.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,081",1,160,160,160,0.00,0.000%,6.25000,5.13,7.21,841.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/pixel-1,082",1,313,313,313,0.00,0.000%,3.19489,2.63,4.08,844.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,083",1,21,21,21,0.00,0.000%,47.61905,22.27,90.26,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,084",1,20,20,20,0.00,0.000%,50.00000,22.56,121.19,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,080",1,609,609,609,0.00,0.000%,1.64204,18.28,3.69,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,085",1,22,22,22,0.00,0.000%,45.45455,20.51,110.44,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pushnews-sw.js-1,087",1,21,21,21,0.00,0.000%,47.61905,44.88,23.67,965.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,086",1,227,227,227,0.00,0.000%,4.40529,3.62,5.05,842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /activeview/js/current/rx_lidar.js-1,088",1,182,182,182,0.00,0.000%,5.49451,265.73,2.34,49524.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1750876873&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=page_view-1,091",1,85,85,85,0.00,0.000%,11.76471,6.32,9.74,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1750876873&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=2&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=microconversao_home&_c=1-1,092",1,69,69,69,0.00,0.000%,14.49275,7.78,12.21,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/GetInitialData-1,089",1,148,148,148,0.00,0.000%,6.75676,13.34,4.75,2021.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,093",1,24,24,24,0.00,0.000%,41.66667,24.50,45.00,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /__utm.gif-1,094",1,16,16,16,0.00,0.000%,62.50000,36.74,66.53,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,095",1,14,14,14,0.00,0.000%,71.42857,41.99,137.14,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /signals/plugins/identity.js-1,099",1,36,36,36,0.00,0.000%,27.77778,596.46,11.37,21988.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /track/pageView-1,090",1,142,142,142,0.00,0.000%,7.04225,5.05,4.83,735.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /signals/config/275232805975830-1,096",1,37,37,37,0.00,0.000%,27.02703,2307.99,11.38,87445.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,098",1,14,14,14,0.00,0.000%,71.42857,41.99,104.00,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,097",1,72,72,72,0.00,0.000%,13.88889,14.62,13.74,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,100",1,68,68,68,0.00,0.000%,14.70588,15.48,14.00,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,101",1,71,71,71,0.00,0.000%,14.08451,4.91,9.63,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,104",1,16,16,16,0.00,0.000%,62.50000,21.79,47.12,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,102",1,19,19,19,0.00,0.000%,52.63158,24.62,44.10,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,106",1,40,40,40,0.00,0.000%,25.00000,9.38,99.32,384.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=46793&ck=1&ref=https://www.netshoes.com.br/-1,103",1,189,189,189,0.00,0.000%,5.29101,2.10,3.23,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=44946&ck=1&ref=https://www.netshoes.com.br/recommendations-1,105",1,190,190,190,0.00,0.000%,5.26316,2.09,3.34,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=44910&ck=1&ref=https://www.netshoes.com.br/recommendations-1,107",1,196,196,196,0.00,0.000%,5.10204,2.03,3.23,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json-1,108",1,437,437,437,0.00,0.000%,2.28833,0.67,1.16,302.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json-1,109",1,139,139,139,0.00,0.000%,7.19424,4.95,5.26,704.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /event-1,110",1,445,445,445,0.00,0.000%,2.24719,1.15,1.48,525.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json&tc=1-1,111",1,139,139,139,0.00,0.000%,7.19424,2.12,3.67,302.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json&tc=1-1,112",1,146,146,146,0.00,0.000%,6.84932,3.28,5.04,490.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=70670&ck=1&ref=https://www.netshoes.com.br/recommendations-1,114",1,193,193,193,0.00,0.000%,5.18135,2.06,3.61,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=70608&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,113",1,197,197,197,0.00,0.000%,5.07614,2.02,53.13,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=95319&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,116",1,204,204,204,0.00,0.000%,4.90196,1.95,53.02,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=98363&ck=1&ref=https://www.netshoes.com.br/&pve=1-1,117",1,185,185,185,0.00,0.000%,5.40541,2.15,44.31,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=98383&ck=1&ref=https://www.netshoes.com.br/-1,115",1,184,184,184,0.00,0.000%,5.43478,2.16,10.94,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=95234&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,118",1,191,191,191,0.00,0.000%,5.23560,2.08,56.65,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=130678&ck=1&ref=https://www.netshoes.com.br/recommendations-1,119",1,182,182,182,0.00,0.000%,5.49451,2.18,6.89,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=158407&ck=1&ref=https://www.netshoes.com.br/-1,120",1,193,193,193,0.00,0.000%,5.18135,2.06,3.75,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=155248&ck=1&ref=https://www.netshoes.com.br/recommendations-1,122",1,206,206,206,0.00,0.000%,4.85437,1.93,4.75,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=158401&ck=1&ref=https://www.netshoes.com.br/-1,123",1,187,187,187,0.00,0.000%,5.34759,2.13,6.16,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=155341&ck=1&ref=https://www.netshoes.com.br/recommendations-1,121",1,180,180,180,0.00,0.000%,5.55556,2.21,5.44,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=190697&ck=1&ref=https://www.netshoes.com.br/recommendations-1,124",1,195,195,195,0.00,0.000%,5.12821,2.04,5.02,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /submit/telemetry/61aab955-fe3e-45a5-be82-38e8e2e48d3c/event/Firefox/106.0.2/release/20221025065831?v=4-1,125",1,243,243,243,0.00,0.000%,4.11523,2.49,23.32,620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=215260&ck=1&ref=https://www.netshoes.com.br/recommendations-1,126",1,191,191,191,0.00,0.000%,5.23560,2.08,5.12,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=215355&ck=1&ref=https://www.netshoes.com.br/recommendations-1,127",1,184,184,184,0.00,0.000%,5.43478,2.16,5.32,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=218416&ck=1&ref=https://www.netshoes.com.br/-1,128",1,184,184,184,0.00,0.000%,5.43478,2.16,6.26,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=218421&ck=1&ref=https://www.netshoes.com.br/-1,129",1,182,182,182,0.00,0.000%,5.49451,2.18,3.97,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=250703&ck=1&ref=https://www.netshoes.com.br/recommendations-1,130",1,181,181,181,0.00,0.000%,5.52486,2.20,5.40,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=670777&ck=1&ref=https://www.netshoes.com.br/recommendations-1,131",1,183,183,183,0.00,0.000%,5.46448,2.17,5.24,407.0
