Rótulo,# Amostras,Média,Mín.,Máx.,Desvio Padrão,% de Erro,Vazão,KB/s,Sent KB/sec,Média de Bytes
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-1,016",1,78,78,78,0.00,0.000%,12.82051,8.49,6.82,678.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-1,017",1,189,189,189,0.00,0.000%,5.29101,3.50,2.80,678.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1996826053&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dmiddle&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&_s=1-1,018",1,91,91,91,0.00,0.000%,10.98901,5.90,9.91,550.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1952278664&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dtop&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&en=page_view-1,019",1,69,69,69,0.00,0.000%,14.49275,7.78,12.87,550.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1748488580&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dhome%26source%3Ddesktop%26uuid%3Dnull%26position%3Dbottom&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=&en=page_view-1,020",1,69,69,69,0.00,0.000%,14.49275,7.78,12.91,550.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,022",1,203,203,203,0.00,0.000%,4.92611,2.78,4.43,577.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=20106&ck=1&ref=https://www.netshoes.com.br/recommendations-1,021",1,178,178,178,0.00,0.000%,5.61798,2.23,3.56,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,026",1,143,143,143,0.00,0.000%,6.99301,3.94,6.29,577.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,027",1,141,141,141,0.00,0.000%,7.09220,4.00,6.36,577.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,024",1,201,201,201,0.00,0.000%,4.97512,2.90,4.56,597.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,025",1,143,143,143,0.00,0.000%,6.99301,4.08,6.39,597.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,023",1,142,142,142,0.00,0.000%,7.04225,4.11,6.45,597.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /metadata-1,028",1,106,106,106,0.00,0.000%,9.43396,4.42,7.15,480.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /nr-1216.min.js-1,031",1,40,40,40,0.00,0.000%,25.00000,368.95,9.72,15112.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-1,029",1,177,177,177,0.00,0.000%,5.64972,3.45,5.20,625.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-1,032",1,29,29,29,0.00,0.000%,34.48276,20.27,38.36,602.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-1,030",1,182,182,182,0.00,0.000%,5.49451,3.35,5.02,625.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/loader.js-1,034",1,75,75,75,0.00,0.000%,13.33333,33.09,5.27,2541.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-1,033",1,164,164,164,0.00,0.000%,6.09756,696.52,2.50,116971.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-1,035",1,152,152,152,0.00,0.000%,6.57895,717.73,2.70,111713.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /search/generated/netshoes-br/loader.js-1,037",1,17,17,17,0.00,0.000%,58.82353,21.37,27.34,372.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/current.js-1,036",1,30,30,30,0.00,0.000%,33.33333,3517.81,15.20,108067.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=35360&ck=1&ref=https://www.netshoes.com.br/recommendations-1,038",1,193,193,193,0.00,0.000%,5.18135,2.06,6.47,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=35450&ck=1&ref=https://www.netshoes.com.br/recommendations-1,039",1,184,184,184,0.00,0.000%,5.43478,2.16,6.76,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-1,040",1,196,196,196,0.00,0.000%,5.10204,3.06,4.48,615.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/landing?gclid=EAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE&gclsrc=aw.ds&gtm=2wgaq0KFL5KMX&auid=507272149.1667239733-1,041",1,77,77,77,0.00,0.000%,12.98701,9.40,7.99,741.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /114782.ct.js-1,045",1,39,39,39,0.00,100.000%,25.64103,38.29,0.00,1529.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-1,043",1,74,74,74,0.00,0.000%,13.51351,32.91,5.36,2494.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-1,042",1,197,197,197,0.00,0.000%,5.07614,9.41,4.05,1899.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-1,044",1,146,146,146,0.00,0.000%,6.84932,5.46,2.89,816.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-1,048",1,34,34,34,0.00,0.000%,29.41176,8.56,9.31,298.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /c/netshoes/pushnews.min.js-1,046",1,389,389,389,0.00,0.000%,2.57069,4.73,1.00,1883.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /uoltm.js-1,050",1,96,96,96,0.00,0.000%,10.41667,231.12,4.03,22720.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /netshoes/g.js-1,047",1,470,470,470,0.00,0.000%,2.12766,54.53,0.82,26244.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tag/js/gpt.js-1,049",1,93,93,93,0.00,0.000%,10.75269,299.45,4.26,28517.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/events.js-1,051",1,502,502,502,0.00,0.000%,1.99203,99.95,0.85,51381.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-1,055",1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-1,056",1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,054",1,73,73,73,0.00,0.000%,13.69863,9.91,10.68,741.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/regclk?auid=507272149.1667239733&url=https%3A%2F%2Fwww.netshoes.com.br%2F&tft=1667247539734&tfd=37465&gclid=EAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE&gclsrc=aw.ds-1,053",1,188,188,188,0.00,0.000%,5.31915,2.81,3.56,540.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /js/ld/ld.js-1,052",1,436,436,436,0.00,0.000%,2.29358,32.73,0.88,14613.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /p/action/4033370.js-1,061",1,139,139,139,0.00,0.000%,7.19424,5.29,2.77,753.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-1,059",1,155,155,155,0.00,0.000%,6.45161,5.14,5.17,816.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-1,062",1,38,38,38,0.00,0.000%,26.31579,408.97,10.05,15914.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,058",1,66,66,66,0.00,0.000%,15.15152,10.96,11.85,741.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /sites/94f77506-25ad-493e-8719-4d2bb5aa5625.js-1,057",1,390,390,390,0.00,0.000%,2.56410,6.75,1.04,2696.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /sa.js-1,060",1,175,175,175,0.00,0.000%,5.71429,262.66,2.16,47069.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /en_US/fbevents.js-1,063",1,86,86,86,0.00,0.000%,11.62791,324.68,4.54,28593.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /js/loadbee_integration.js-1,064",1,31,31,31,0.00,0.000%,32.25806,359.09,12.70,11399.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,065",1,153,153,153,0.00,0.000%,6.53595,3.68,4.98,577.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-1,066",1,166,166,166,0.00,0.000%,6.02410,3.51,4.69,597.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-1,067",1,66,66,66,0.00,0.000%,15.15152,11.94,6.35,807.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-1,068",1,186,186,186,0.00,0.000%,5.37634,6.87,2.27,1308.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/identify.js-1,069",1,278,278,278,0.00,0.000%,3.59712,112.99,1.42,32165.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,070",1,265,265,265,0.00,0.000%,3.77358,3.80,3.96,1031.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,072",1,851,851,851,0.00,0.000%,1.17509,1.19,1.31,1035.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/config.js-1,073",1,208,208,208,0.00,0.000%,4.80769,7.14,2.16,1520.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,071",1,726,726,726,0.00,0.000%,1.37741,1.39,1.44,1037.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,074",1,246,246,246,0.00,0.000%,4.06504,4.08,4.60,1029.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,075",1,288,288,288,0.00,0.000%,3.47222,3.51,3.94,1034.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,076",1,232,232,232,0.00,0.000%,4.31034,4.34,5.03,1031.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-1,077",1,142,142,142,0.00,0.000%,7.04225,3.01,3.03,438.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /push/ilabspush.min.js-1,078",1,532,532,532,0.00,0.000%,1.87970,97.86,0.72,53311.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /getconfig/sodar-1,079",1,223,223,223,0.00,0.000%,4.48430,51.64,2.08,11793.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,081",1,233,233,233,0.00,0.000%,4.29185,4.33,4.95,1033.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/pixel-1,082",1,222,222,222,0.00,0.000%,4.50450,4.55,5.76,1034.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-1,083",1,42,42,42,0.00,0.000%,23.80952,11.14,45.13,479.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-1,084",1,33,33,33,0.00,0.000%,30.30303,13.67,73.45,462.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gampad/ads-1,080",1,504,504,504,0.00,0.000%,1.98413,21.49,4.46,11090.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-1,085",1,19,19,19,0.00,0.000%,52.63158,23.75,127.88,462.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pushnews-sw.js-1,087",1,28,28,28,0.00,0.000%,35.71429,33.66,17.75,965.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-1,086",1,240,240,240,0.00,0.000%,4.16667,4.20,4.77,1033.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /activeview/js/current/rx_lidar.js-1,088",1,114,114,114,0.00,0.000%,8.77193,424.32,3.74,49533.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1750876873&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=page_view-1,091",1,74,74,74,0.00,0.000%,13.51351,7.26,11.19,550.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1750876873&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=2&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Loja%20de%20Artigos%20Esportivos%20Online%20%7C%20Netshoes&en=microconversao_home&_c=1-1,092",1,85,85,85,0.00,0.000%,11.76471,6.32,9.91,550.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-1,089",1,145,145,145,0.00,0.000%,6.89655,13.61,4.85,2021.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-1,093",1,21,21,21,0.00,0.000%,47.61905,27.99,51.43,602.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-1,094",1,30,30,30,0.00,0.000%,33.33333,19.60,35.48,602.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-1,095",1,16,16,16,0.00,0.000%,62.50000,36.74,120.00,602.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /signals/plugins/identity.js-1,099",1,20,20,20,0.00,0.000%,50.00000,1073.63,20.46,21988.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /track/pageView-1,090",1,141,141,141,0.00,0.000%,7.09220,5.09,4.87,735.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /signals/config/275232805975830-1,096",1,43,43,43,0.00,0.000%,23.25581,1985.56,9.79,87428.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-1,098",1,17,17,17,0.00,0.000%,58.82353,34.58,85.65,602.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pcs/view-1,097",1,67,67,67,0.00,0.000%,14.92537,15.71,14.77,1078.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pcs/view-1,100",1,69,69,69,0.00,0.000%,14.49275,15.26,13.80,1078.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-1,101",1,73,73,73,0.00,0.000%,13.69863,4.78,9.36,357.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-1,104",1,15,15,15,0.00,0.000%,66.66667,23.24,50.26,357.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-1,102",1,20,20,20,0.00,0.000%,50.00000,23.39,41.89,479.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-1,106",1,16,16,16,0.00,0.000%,62.50000,23.44,255.92,384.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=46793&ck=1&ref=https://www.netshoes.com.br/-1,103",1,239,239,239,0.00,0.000%,4.18410,1.66,2.55,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=44946&ck=1&ref=https://www.netshoes.com.br/recommendations-1,105",1,176,176,176,0.00,0.000%,5.68182,2.26,3.60,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=44910&ck=1&ref=https://www.netshoes.com.br/recommendations-1,107",1,186,186,186,0.00,0.000%,5.37634,2.14,3.41,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tags/v2?type=json-1,108",1,442,442,442,0.00,0.000%,2.26244,0.67,1.14,302.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tags/v2?type=json-1,109",1,142,142,142,0.00,0.000%,7.04225,4.84,5.14,704.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /event-1,110",1,435,435,435,0.00,0.000%,2.29885,1.18,1.52,525.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tags/v2?type=json&tc=1-1,111",1,141,141,141,0.00,0.000%,7.09220,2.09,3.62,302.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tags/v2?type=json&tc=1-1,112",1,142,142,142,0.00,0.000%,7.04225,3.37,5.18,490.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=70670&ck=1&ref=https://www.netshoes.com.br/recommendations-1,114",1,186,186,186,0.00,0.000%,5.37634,2.14,3.75,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=70608&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,113",1,196,196,196,0.00,0.000%,5.10204,2.03,53.40,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=95319&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,116",1,203,203,203,0.00,0.000%,4.92611,1.96,53.28,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=98363&ck=1&ref=https://www.netshoes.com.br/&pve=1-1,117",1,199,199,199,0.00,0.000%,5.02513,2.00,41.20,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=98383&ck=1&ref=https://www.netshoes.com.br/-1,115",1,190,190,190,0.00,0.000%,5.26316,2.09,10.60,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=95234&ck=1&ref=https://www.netshoes.com.br/recommendations&pve=1-1,118",1,210,210,210,0.00,0.000%,4.76190,1.89,51.53,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=130678&ck=1&ref=https://www.netshoes.com.br/recommendations-1,119",1,197,197,197,0.00,0.000%,5.07614,2.02,6.37,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=158407&ck=1&ref=https://www.netshoes.com.br/-1,120",1,215,215,215,0.00,0.000%,4.65116,1.85,3.37,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=155248&ck=1&ref=https://www.netshoes.com.br/recommendations-1,122",1,177,177,177,0.00,0.000%,5.64972,2.25,5.53,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=158401&ck=1&ref=https://www.netshoes.com.br/-1,123",1,184,184,184,0.00,0.000%,5.43478,2.16,6.26,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=155341&ck=1&ref=https://www.netshoes.com.br/recommendations-1,121",1,184,184,184,0.00,0.000%,5.43478,2.16,5.32,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=190697&ck=1&ref=https://www.netshoes.com.br/recommendations-1,124",1,185,185,185,0.00,0.000%,5.40541,2.15,5.29,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /submit/telemetry/61aab955-fe3e-45a5-be82-38e8e2e48d3c/event/Firefox/106.0.2/release/20221025065831?v=4-1,125",1,255,255,255,0.00,0.000%,3.92157,2.37,22.22,620.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=215260&ck=1&ref=https://www.netshoes.com.br/recommendations-1,126",1,308,308,308,0.00,0.000%,3.24675,1.29,3.18,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=215355&ck=1&ref=https://www.netshoes.com.br/recommendations-1,127",1,174,174,174,0.00,0.000%,5.74713,2.28,5.62,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=218416&ck=1&ref=https://www.netshoes.com.br/-1,128",1,184,184,184,0.00,0.000%,5.43478,2.16,6.26,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=218421&ck=1&ref=https://www.netshoes.com.br/-1,129",1,181,181,181,0.00,0.000%,5.52486,2.20,3.99,407.0
"Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=250703&ck=1&ref=https://www.netshoes.com.br/recommendations-1,130",1,185,185,185,0.00,0.000%,5.40541,2.15,5.28,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-1,1,30,30,30,0.00,0.000%,33.33333,9.70,10.55,298.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-3,1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-2,1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-4,1,15,15,15,0.00,0.000%,66.66667,19.40,21.09,298.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-6,1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-5,1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-7,1,16,16,16,0.00,0.000%,62.50000,18.19,19.78,298.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-8,1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-9,1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-10,1,16,16,16,0.00,0.000%,62.50000,18.19,19.78,298.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-11,1,30,30,30,0.00,0.000%,33.33333,7.03,10.61,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-12,1,20,20,20,0.00,0.000%,50.00000,10.55,15.92,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-13,1,15,15,15,0.00,0.000%,66.66667,19.40,21.09,298.0
